NDCG@10,AP@10,TopKAgreement@10,MAP@10,Recall@10,HitRate@10,TopKOverlap@10,Regret@10,NDCG@25,AP@25,TopKAgreement@25,MAP@25,Recall@25,HitRate@25,TopKOverlap@25,Regret@25,NDCG@50,AP@50,TopKAgreement@50,MAP@50,Recall@50,HitRate@50,TopKOverlap@50,Regret@50,NDCG@100,AP@100,TopKAgreement@100,MAP@100,Recall@100,HitRate@100,TopKOverlap@100,Regret@100,NDCG_full,NDCG@10pct,P@10pct,Spearman,KendallTau,PairwiseAccuracy,Dataset,Protocol,Method,Seed,Stations,NDCG_at_10_percent,TopKAgreement_at_10_percent,Regret_at_10_percent
0.4447325848300645,0.0,0.0,0.0,0.0,0.0,0.0,0.4805940766550522,0.48795708988390724,0.0,0.0,0.0,0.0,0.0,0.0,0.41929407665505214,0.5082112593325223,0.0013695652173913043,0.04,0.0013695652173913043,0.04,1.0,0.04,0.3866275261324042,0.5013621417679415,0.0096304546902373,0.09,0.0096304546902373,0.09,1.0,0.09,0.3745703832752613,0.8988672574230101,0.5174616950800738,0.09565217391304348,0.025455875813763486,0.017881428577308827,0.51215,External_Public_Stations,zero-shot source-to-external,PRIME_NoDemand,123,1148,0.5174616950800738,0.09565217391304348,0.3522820784729585
0.4877274552551244,0.0,0.0,0.0,0.0,0.0,0.0,0.4618519163763066,0.5264648847497472,0.0019047619047619048,0.04,0.0019047619047619048,0.04,1.0,0.04,0.38539512195121944,0.5686996068711899,0.010365526152068968,0.1,0.010365526152068968,0.1,1.0,0.1,0.32879965156794433,0.5954840664490444,0.02182716418322136,0.14,0.02182716418322136,0.14,1.0,0.14,0.2901256097560976,0.9046425079497019,0.5946457418095128,0.1565217391304348,-0.01028738840848016,-0.0069316062748540404,0.499,External_Public_Stations,zero-shot source-to-external,Ridge_CommonCore,123,1148,0.5946457418095128,0.1565217391304348,0.28869125890016645
0.4920911523301518,0.0,0.0,0.0,0.0,0.0,0.0,0.4086672473867596,0.5345757494115405,0.0044444444444444444,0.04,0.0044444444444444444,0.04,1.0,0.04,0.36351428571428557,0.514148395755089,0.006827485380116959,0.06,0.006827485380116959,0.06,1.0,0.06,0.3861411149825784,0.5365993817742518,0.014676259898228107,0.12,0.014676259898228107,0.12,1.0,0.12,0.3429506968641114,0.9009378384328224,0.5285640308270235,0.12173913043478261,0.012854173759781736,0.008796473015886217,0.50245,External_Public_Stations,zero-shot source-to-external,Random,123,1148,0.5285640308270235,0.12173913043478261,0.3472923799424329
0.6572456216069706,0.09107142857142857,0.3,0.09107142857142857,0.3,1.0,0.3,0.25303030303030305,0.8412266340304447,0.7889858388422126,0.88,0.7889858388422126,0.88,1.0,0.88,0.024848484848484897,0.867551474072396,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.867551474072396,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.867551474072396,0.5540254047611097,0.0,0.44166225669425907,0.3679518737952694,0.626,External_PaloAlto_Usage,zero-shot demand-head transfer,PRIME_DemandHead,123,33,0.5540254047611097,0.0,0.4053030303030304
0.5850295163312874,0.13333333333333333,0.2,0.13333333333333333,0.2,1.0,0.2,0.4015151515151516,0.7976440191010148,0.6118307864717206,0.8,0.6118307864717206,0.8,1.0,0.8,0.0630303030303031,0.8585419662234878,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8585419662234878,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8585419662234878,0.6264114419445543,0.0,0.056760577525116415,0.033134447332179275,0.523,External_PaloAlto_Usage,zero-shot demand-head transfer,Source_DirectPriorityHead,123,33,0.6264114419445543,0.0,0.4318181818181819
0.6572456216069706,0.09107142857142857,0.3,0.09107142857142857,0.3,1.0,0.3,0.25303030303030305,0.8412266340304447,0.7889858388422126,0.88,0.7889858388422126,0.88,1.0,0.88,0.024848484848484897,0.867551474072396,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.867551474072396,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.867551474072396,0.5540254047611097,0.0,0.44166225669425907,0.3679518737952694,0.626,External_PaloAlto_Usage,zero-shot demand-head transfer,Source_RiskHead_NegativeControl,123,33,0.5540254047611097,0.0,0.4053030303030304
0.39518863404049076,0.014285714285714285,0.1,0.014285714285714285,0.1,1.0,0.1,0.4863636363636365,0.6999747635010348,0.5641682431327069,0.8,0.5641682431327069,0.8,1.0,0.8,0.07696969696969691,0.7758526751190349,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7758526751190349,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7758526751190349,0.31596213549192936,0.0,0.03166894526191673,0.029100276558702457,0.523,External_PaloAlto_Usage,zero-shot demand-head transfer,Ridge_SourcePriority,123,33,0.31596213549192936,0.0,0.6590909090909092
0.6922818603300609,0.4175,0.5,0.4175,0.5,1.0,0.5,0.27575757575757576,0.7567098091188079,0.5622921744921745,0.72,0.5622921744921745,0.72,1.0,0.72,0.13151515151515147,0.875454479590115,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875454479590115,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875454479590115,0.7184774692430209,0.25,0.06955359510632238,0.038095860073541196,0.509,External_PaloAlto_Usage,zero-shot demand-head transfer,Random,123,33,0.7184774692430209,0.25,0.28409090909090906
0.4902403710911553,0.0,0.0,0.0,0.0,0.0,0.0,0.5048888772726059,0.5085386699386278,0.0,0.0,0.0,0.0,0.0,0.0,0.45551110416650775,0.536712909976989,0.0,0.0,0.0,0.0,0.0,0.0,0.4073999966681004,0.5703463924392075,0.0012645599917689681,0.04,0.0012645599917689681,0.04,1.0,0.04,0.3534444412589073,0.9176874149351943,0.5710449845677634,0.039603960396039604,0.02400430601175906,0.015977958162373396,0.50485,Source_MAIN,operator-disjoint internal,PRIME_CommonCore_Full,456,1002,0.5710449845677634,0.039603960396039604,0.3524422412461574
0.5445572942716056,0.025,0.1,0.025,0.1,1.0,0.1,0.4192222148180008,0.5219671379800934,0.01,0.04,0.01,0.04,1.0,0.04,0.44088888585567476,0.5609993151429895,0.007761904761904761,0.06,0.007761904761904761,0.06,1.0,0.06,0.38095555692911154,0.5514790313043347,0.005756613756613757,0.05,0.005756613756613757,0.05,1.0,0.05,0.3803111105412244,0.9171473530732847,0.5515780396334473,0.04950495049504951,-0.012874884415200369,-0.009327044658055379,0.49205,Source_MAIN,operator-disjoint internal,PRIME_NoDirectFusion,456,1002,0.5515780396334473,0.04950495049504951,0.3799229918582605
