0,0.7783724069595337
1,0.7777827978134155
2,0.7774451971054077
3,0.7771874666213989
4,0.7769256234169006
5,0.7766285538673401
6,0.7762805223464966
7,0.7758695483207703
8,0.7753849029541016
9,0.7748426795005798
10,0.7742362022399902
11,0.7735199928283691
12,0.772650420665741
13,0.7717229723930359
14,0.7706544995307922
15,0.7693964242935181
16,0.7679879665374756
17,0.7664051055908203
18,0.7647272944450378
19,0.7628706693649292
20,0.7608226537704468
21,0.7585069537162781
22,0.7559329867362976
23,0.753088653087616
24,0.7499225735664368
25,0.7464204430580139
26,0.7426115870475769
27,0.7385803461074829
28,0.734472393989563
29,0.7310150861740112
30,0.7282662391662598
31,0.7233394980430603
32,0.7212142944335938
33,0.7175838947296143
34,0.7142772674560547
35,0.7123964428901672
36,0.708636999130249
37,0.7074395418167114
38,0.704950213432312
39,0.7033729553222656
40,0.702767014503479
41,0.7009846568107605
42,0.7010116577148438
43,0.7002758383750916
44,0.6997166275978088
45,0.700069785118103
46,0.6993893384933472
47,0.6996625661849976
48,0.6996253132820129
49,0.699316143989563
