0,1.030956745147705
1,1.030943751335144
2,1.0316171646118164
3,1.0308057069778442
4,1.0310297012329102
5,1.0310090780258179
6,1.0307081937789917
7,1.0307235717773438
8,1.0308936834335327
9,1.0308421850204468
10,1.0306921005249023
11,1.0306644439697266
12,1.03074312210083
13,1.0307742357254028
14,1.0307133197784424
15,1.0306450128555298
16,1.030643343925476
17,1.0306862592697144
18,1.0307022333145142
19,1.0306717157363892
20,1.0306379795074463
21,1.0306386947631836
22,1.030662178993225
23,1.0306720733642578
24,1.030655860900879
25,1.030633568763733
26,1.0306286811828613
27,1.0306401252746582
28,1.030648946762085
29,1.0306427478790283
30,1.0306295156478882
31,1.0306241512298584
32,1.0306299924850464
33,1.0306369066238403
34,1.0306355953216553
35,1.0306278467178345
36,1.0306228399276733
37,1.0306248664855957
38,1.0306288003921509
39,1.0306284427642822
40,1.0306237936019897
41,1.0306203365325928
42,1.0306215286254883
43,1.030624270439148
44,1.030624508857727
45,1.0306217670440674
46,1.0306196212768555
47,1.0306203365325928
48,1.030621886253357
49,1.0306215286254883
