Control,Comparator,Metric,MeanDifference,PairedP,CohenDz,NSeeds,HolmP
Full,NoIRE_Conv,NDCG_full,0.0029178090611776675,0.25372624618606265,0.5956291503865925,5,1.0
Full,PointwiseRanking,NDCG_full,-0.0005016973651537082,0.665719851888283,-0.20822378371563902,5,1.0
Full,NoAttention,NDCG_full,-0.00170640373110309,0.43457744623700145,-0.3879883677313314,5,1.0
Full,DeterministicRisk,NDCG_full,0.00202225453377205,0.6768560919158237,0.2006822969378188,5,1.0
