OperatorRiskBalance,OperatorSelectionRateDisparity,GeographicSelectionRateDisparity,AccessibilitySelectionRateDisparity,SelectedLowAccessShare,PopulationLowAccessShare,LowAccessCoverageGap,MeanSelectedDistance_km,UrbanSelectionRate,IntercitySelectionRate,GeographicEquityScore,DemographicEquityAvailable,MetricScope,GES_equation,GES_note
4.482269105210435e-06,0.019139012811031322,0.02143526626338177,0.19344198084588388,0.0,0.2504,0.2504,4.0248,0.19703049759229535,0.0035885167464114833,0.8449075842969115,0.0,"all candidate stations, top 10 percent selected","1 - mean(geographic selection disparity, accessibility selection disparity, low-access coverage gap)",GES can remain high when low-access coverage is zero if the other disparity components are small; report low-access coverage separately.
