Variant,TestTotalLoss,TestRiskLoss,TestDemandLoss,TestRankingLoss,DeltaPred_percent,NDCG_full,Precision_at_10,SSI,OperatorRiskBalance,GeographicEquityScore,Latency_ms_per_station,TrainingTime_seconds,SSI_normalized,ORB_normalized,Latency_normalized,OperatorBalanceScore,LatencyScore,StabilityScore,CompositeDeploymentScore,ParameterCount,ModelMemoryMB,ParetoEfficient
LowDimension,9.97852897644043,-0.436169296503067,0.08764880895614624,0.6931445598602295,-73.48927234014035,0.9218141727943215,0.0,0.10702118110293184,2.3740529286442325e-05,0.9727061230467816,0.022237053335023422,2.034224800008815,0.0,0.21061493638360657,0.9843071453141274,0.7893850636163935,0.01569285468587256,1.0,0.7436613676029683,0.0,,True
NoRiskToRanker,9.994165420532227,-0.41655218601226807,0.08628319203853607,0.6928974390029907,-65.68643483249717,0.9184103170748946,0.0,0.13677702117935792,8.83340817381395e-06,0.8564408917335585,0.022572613332886248,1.9880010000197217,0.34247948860378385,0.05463390195257352,1.0,0.9453660980474264,0.0,0.6575205113962161,0.6477079008641111,0.0,,False
NoIRE_Conv,9.876419067382812,-0.5438777804374695,0.08636299520730972,0.6935349702835083,-116.33104553242201,0.9183358941750008,0.0,0.12799287099009893,9.918212890625e-05,0.8575105613435932,0.0011896333346764246,0.15820040000835434,0.24137694009870458,1.0,0.0,0.0,1.0,0.7586230599012954,0.641964558306287,0.0,,True
NoDIM,9.899961471557617,-0.4969397485256195,0.0,0.6931267380714417,-97.66112795671594,0.9195145368054655,0.0,0.14729424041705796,1.0263919648423325e-05,0.8835401164254626,0.020519206665145853,2.007039899996016,0.46352906599128313,0.06960209452907368,0.9039700421591235,0.9303979054709264,0.09602995784087653,0.5364709340087168,0.6336317772448875,0.0,,True
DeterministicRisk,10.501289367675781,0.08575757592916489,0.08613352477550507,0.693220317363739,134.11064806461297,0.9226676582380319,0.0,0.16073234542821266,3.6120413824392017e-06,0.8962529575688107,0.021570439997594802,0.9219727999879979,0.6181970343700464,0.0,0.9531321950740567,1.0,0.046867804925943335,0.38180296562995364,0.5979776900663775,0.0,,True
NoAttention,10.113533020019531,-0.2918660044670105,0.08628077059984207,0.6925428509712219,-16.091668340129917,0.922180338728329,0.0,0.17554107197212412,4.994869414076675e-06,0.8482098593182481,0.01915468000030766,0.8508947000373155,0.7886403853426878,0.014469255678906315,0.8401563611402744,0.9855307443210937,0.15984363885972563,0.21135961465731223,0.5538117630789743,0.0,,True
PointwiseRanking,0.18464145064353943,-0.48714399337768555,0.08619440346956253,0.04363643750548363,-93.7648005276668,0.9131979122719993,0.0,0.162597367106181,2.200007475039456e-05,0.8675063683585095,0.022386899997945874,2.0039083999581635,0.6396627926502705,0.19240364683535605,0.9913148992817689,0.807596353164644,0.008685100718231142,0.3603372073497295,0.5286138627293534,0.0,,False
Full,10.166121482849121,-0.25140994787216187,0.08614125102758408,0.693353533744812,0.0,0.9220408803371658,0.0,0.19390474951088035,4.482269105210435e-06,0.8449075842969115,0.02162562666538482,0.4095454000052996,1.0,0.00910564953238554,0.9557130639611172,0.9908943504676144,0.044286936038882785,0.0,0.467807870898908,0.0,,False
