NDCG_full,NDCG_at_10_percent,Precision_at_10,Precision_at_10_percent,Spearman,KendallTau,PairwiseAccuracy,Risk_MSE,Risk_NLL,MeanSigma,Demand_MSE,SSI,NDCG@10,MAP@10,Recall@10,HitRate@10,TopKOverlap@10,Regret@10,NDCG@25,MAP@25,Recall@25,HitRate@25,TopKOverlap@25,Regret@25,NDCG@50,MAP@50,Recall@50,HitRate@50,TopKOverlap@50,Regret@50,NDCG@100,MAP@100,Recall@100,HitRate@100,TopKOverlap@100,Regret@100,NDCG@10pct,P@10pct,Model,BestEpoch,ParameterCount,ModelMemoryMB,TrainingTime_seconds,Latency_ms_per_station_test,Latency_ms_per_station_all_candidates,TestTotalLoss,TestRiskLoss,TestDemandLoss,TestRankingLoss
0.9220408803371658,0.6009290510139694,0.0,0.07920792079207921,-0.01626265203667548,-0.011057058346160983,0.490125,0.08515502512454987,-0.25140994787216187,0.7156708240509033,0.08614124357700348,0.20976035882612987,0.6456973791181027,0.0,0.0,0.0,0.0,0.32522221505641935,0.6084741835352377,0.0017391304347826085,0.04,1.0,0.04,0.3697333315014839,0.5717826297885739,0.0008695652173913043,0.02,1.0,0.02,0.4017333334684372,0.5988826011694253,0.00925981268510356,0.08,1.0,0.08,0.34498888835310926,0.6009290510139694,0.07920792079207921,PRIME-EV-Full,2,14325,0.054645538330078125,0.4095454000052996,0.008792581494602655,0.007845533332632234,10.166121482849121,-0.25140994787216187,0.08614125102758408,0.693353533744812
