n_test,min,q25,median,mean,q75,max,std,iqr
1002,0.0266666691750288,0.3499999940395355,0.5049999952316284,0.5083898879595086,0.6675000041723251,0.9911110997200012,0.20886557044195037,0.3175000101327896
