RiskWeight,DemandWeight,TrainPairs,ValidationPairs,TestPairs,NDCG_full,NDCG_at_10_percent,Precision_at_10,Precision_at_10_percent,Spearman,KendallTau,PairwiseAccuracy,Risk_MSE,Risk_NLL,MeanSigma,Demand_MSE,SSI
0.4,0.6,40000,8000,8000,0.9173238041680702,0.5656647666614796,0.0,0.0594059405940594,-0.023975335192921814,-0.01532256868090849,0.485875,0.08492664247751236,-0.40655532479286194,0.5892956256866455,0.08639086782932281,0.18759022716111273
0.5,0.5,40000,8000,8000,0.9207325695149773,0.5872452202073752,0.0,0.09900990099009901,0.003552237523397906,0.00240705756159263,0.501,0.08531956374645233,-0.2942162752151489,0.6793240904808044,0.08652225136756897,0.1738701874147572
0.6,0.4,40000,8000,8000,0.9201558175968243,0.582607801090961,0.0,0.1485148514851485,0.012603687285689563,0.009009676670802533,0.513125,0.084915891289711,-0.2011113464832306,0.7598423957824707,0.08773461729288101,0.1373313153213524
0.7,0.30000000000000004,40000,8000,8000,0.9215752508594252,0.6031297181900042,0.1,0.16831683168316833,0.015349989792645827,0.00997191144583382,0.502375,0.08841591328382492,-0.3137379586696625,0.6602255702018738,0.08685313165187836,0.1821446258280854
0.8,0.19999999999999996,40000,8000,8000,0.909110811985319,0.5680246554078102,0.0,0.09900990099009901,0.04440623583900586,0.029429552648588757,0.516125,0.08553772419691086,-0.307479590177536,0.6680948138237,0.09386390447616577,0.18700156225264902
