Method,Metric,Mean,Std,CI95_L,CI95_U,N
ShallowTreeRanker,PairwiseAccuracy,0.49996,0.00513887147144197,0.4935792483025141,0.5063407516974859,5
TOPSIS,NDCG@10,0.4944584539730961,0.020465763393196685,0.4690468523720073,0.519870055574185,5
TOPSIS,MAP@10,0.0,0.0,0.0,0.0,5
TOPSIS,Recall@10,0.0,0.0,0.0,0.0,5
TOPSIS,HitRate@10,0.0,0.0,0.0,0.0,5
TOPSIS,TopKOverlap@10,0.0,0.0,0.0,0.0,5
TOPSIS,Regret@10,0.49046665936708445,0.009987774102422792,0.47806519984191415,0.5028681188922548,5
TOPSIS,NDCG@25,0.5213285752022545,0.01117027382338811,0.5074588483456756,0.5351983020588335,5
TOPSIS,MAP@25,0.0,0.0,0.0,0.0,5
TOPSIS,Recall@25,0.0,0.0,0.0,0.0,5
TOPSIS,HitRate@25,0.0,0.0,0.0,0.0,5
TOPSIS,TopKOverlap@25,0.0,0.0,0.0,0.0,5
