Method,Metric,Mean,Std,CI95_L,CI95_U,N
TOPSIS,Regret@25,0.43822221815586093,0.025342103567290934,0.40675584051760455,0.4696885957941173,5
TOPSIS,NDCG@50,0.5441474483239376,0.014831613045904772,0.5257315683695483,0.5625633282783269,5
TOPSIS,MAP@50,0.004723065919587659,0.0005876783814105252,0.003993366830867548,0.0054527650083077694,5
TOPSIS,Recall@50,0.06,0.0,0.06,0.06,5
TOPSIS,HitRate@50,1.0,0.0,1.0,1.0,5
TOPSIS,TopKOverlap@50,0.06,0.0,0.06,0.06,5
TOPSIS,Regret@50,0.39951555244624626,0.01541396145264294,0.3803765914407989,0.41865451345169363,5
TOPSIS,NDCG@100,0.5705296788815507,0.014999605559744798,0.5519052086707585,0.5891541490923429,5
TOPSIS,MAP@100,0.02364511371291316,0.004943948608030461,0.017506390717352112,0.02978383670847421,5
TOPSIS,Recall@100,0.142,0.017888543819998312,0.11978843915841761,0.16421156084158237,5
TOPSIS,HitRate@100,1.0,0.0,1.0,1.0,5
TOPSIS,TopKOverlap@100,0.142,0.017888543819998312,0.11978843915841761,0.16421156084158237,5
TOPSIS,Regret@100,0.35617999831587077,0.013048699153860003,0.33997789835313086,0.3723820982786107,5
TOPSIS,NDCG_full,0.9185251132092527,0.002331673146459895,0.9156299586077149,0.9214202678107904,5
TOPSIS,NDCG@10pct,0.5722770788111242,0.01776814621907533,0.550215011336078,0.5943391462861705,5
TOPSIS,P@10pct,0.14491449144914492,0.030189936689916153,0.10742873395322505,0.1824002489450648,5
TOPSIS,Spearman,-0.0010046714666899347,0.011740351845405927,-0.015582243679375628,0.013572900745995757,5
TOPSIS,KendallTau,-0.0008635796675166296,0.007646935486896716,-0.010358504158183074,0.008631344823149813,5
TOPSIS,PairwiseAccuracy,0.49660000000000004,0.01389676221283219,0.4793448906687278,0.5138551093312723,5
TwoStage_RiskUsage,NDCG@10,0.579130904336246,0.06448606312525855,0.49906088136771704,0.6592009273047751,5
TwoStage_RiskUsage,MAP@10,0.0,0.0,0.0,0.0,5
TwoStage_RiskUsage,Recall@10,0.0,0.0,0.0,0.0,5
TwoStage_RiskUsage,HitRate@10,0.0,0.0,0.0,0.0,5
TwoStage_RiskUsage,TopKOverlap@10,0.0,0.0,0.0,0.0,5
TwoStage_RiskUsage,Regret@10,0.4048444370925427,0.06435906725695792,0.32493210032160325,0.48475677386348215,5
TwoStage_RiskUsage,NDCG@25,0.5807645213614471,0.036957776440016146,0.5348753809022156,0.6266536618206785,5
TwoStage_RiskUsage,MAP@25,0.0014961514458081964,0.002489904976588617,-0.0015954739225702813,0.004587776814186674,5
TwoStage_RiskUsage,Recall@25,0.024,0.03577708763999664,-0.020423121683164777,0.06842312168316478,5
TwoStage_RiskUsage,HitRate@25,0.4,0.5477225575051662,-0.280087380658257,1.0800873806582572,5
TwoStage_RiskUsage,TopKOverlap@25,0.024,0.03577708763999664,-0.020423121683164777,0.06842312168316478,5
TwoStage_RiskUsage,Regret@25,0.3863288847208023,0.03274758914455956,0.3456673822520342,0.4269903871895704,5
TwoStage_RiskUsage,NDCG@50,0.5803060661905589,0.01894350312126249,0.5567846003650266,0.6038275320160912,5
TwoStage_RiskUsage,MAP@50,0.008238167781343238,0.006505227895246586,0.00016086050370468959,0.016315475058981788,5
TwoStage_RiskUsage,Recall@50,0.05600000000000001,0.03847076812334269,0.008232232238000313,0.1037677677619997,5
TwoStage_RiskUsage,HitRate@50,0.8,0.4472135954999579,0.24471097896044036,1.3552890210395598,5
TwoStage_RiskUsage,TopKOverlap@50,0.05600000000000001,0.03847076812334269,0.008232232238000313,0.1037677677619997,5
TwoStage_RiskUsage,Regret@50,0.37629333236813545,0.024399349777003164,0.34599753817044954,0.40658912656582136,5
TwoStage_RiskUsage,NDCG@100,0.6032873032202536,0.012899889402753942,0.5872699749680438,0.6193046314724634,5
TwoStage_RiskUsage,MAP@100,0.01341459500068663,0.004680397635760097,0.007603113759085291,0.01922607624228797,5
TwoStage_RiskUsage,Recall@100,0.08600000000000001,0.00894427190999916,0.07489421957920882,0.0971057804207912,5
TwoStage_RiskUsage,HitRate@100,1.0,0.0,1.0,1.0,5
TwoStage_RiskUsage,TopKOverlap@100,0.08600000000000001,0.00894427190999916,0.07489421957920882,0.0971057804207912,5
TwoStage_RiskUsage,Regret@100,0.33307555423676966,0.015433551983004187,0.313912268375067,0.3522388400984723,5
TwoStage_RiskUsage,NDCG_full,0.9220817717548767,0.0027347775549953286,0.9186860969217433,0.9254774465880101,5
TwoStage_RiskUsage,NDCG@10pct,0.6026879365580458,0.01217313645031452,0.5875729912824682,0.6178028818336233,5
TwoStage_RiskUsage,P@10pct,0.08752875287528752,0.0090168320289853,0.07633287716704586,0.09872462858352919,5
TwoStage_RiskUsage,Spearman,0.0010837560876239146,0.020967257261102355,-0.024950532394563393,0.02711804456981122,5
TwoStage_RiskUsage,KendallTau,0.0005309866009839247,0.013701895590072885,-0.01648216386035653,0.017544137062324376,5
TwoStage_RiskUsage,PairwiseAccuracy,0.49779999999999996,0.01029368738596624,0.48501869896408145,0.5105813010359185,5
VIKOR,NDCG@10,0.5535212754930182,0.04197037148199677,0.5014081762325848,0.6056343747534516,5
VIKOR,MAP@10,0.0,0.0,0.0,0.0,5
VIKOR,Recall@10,0.0,0.0,0.0,0.0,5
VIKOR,HitRate@10,0.0,0.0,0.0,0.0,5
VIKOR,TopKOverlap@10,0.0,0.0,0.0,0.0,5
VIKOR,Regret@10,0.4181777754426004,0.0349323532978876,0.3748035299800787,0.46155202090512204,5
VIKOR,NDCG@25,0.5359497812890636,0.013125022252801578,0.5196529136821365,0.5522466488959906,5
VIKOR,MAP@25,0.0004705882352941176,0.0010522672835293126,-0.0008359741671519051,0.0017771506377401403,5
VIKOR,Recall@25,0.008,0.01788854381999832,-0.014211560841582389,0.03021156084158239,5
VIKOR,HitRate@25,0.2,0.44721359549995804,-0.3552890210395599,0.75528902103956,5
VIKOR,TopKOverlap@25,0.008,0.01788854381999832,-0.014211560841582389,0.03021156084158239,5
VIKOR,Regret@25,0.43067555195093155,0.0037963460556156717,0.42596176572895067,0.4353893381729124,5
VIKOR,NDCG@50,0.5438943040297625,0.00933132938647473,0.5323079282751959,0.555480679784329,5
VIKOR,MAP@50,0.006324381557732685,0.0012240533820314938,0.004804518541384618,0.007844244574080752,5
VIKOR,Recall@50,0.06,0.0,0.06,0.06,5
VIKOR,HitRate@50,1.0,0.0,1.0,1.0,5
VIKOR,TopKOverlap@50,0.06,0.0,0.06,0.06,5
VIKOR,Regret@50,0.4094799968004227,0.0033093791832688817,0.4053708598121527,0.41358913378869266,5
VIKOR,NDCG@100,0.5940892132036081,0.020597004181168308,0.5685146546409989,0.6196637717662172,5
VIKOR,MAP@100,0.03194110689556502,0.009940074216629822,0.019598874601302267,0.044283339189827776,5
VIKOR,Recall@100,0.15600000000000003,0.03130495168499706,0.11712976852723084,0.19487023147276922,5
VIKOR,HitRate@100,1.0,0.0,1.0,1.0,5
VIKOR,TopKOverlap@100,0.15600000000000003,0.03130495168499706,0.11712976852723084,0.19487023147276922,5
VIKOR,Regret@100,0.3336777766421437,0.017267413879930638,0.31223745048534984,0.3551181027989376,5
VIKOR,NDCG_full,0.9206745686936889,0.003524059780702468,0.9162988705364727,0.9250502668509051,5
VIKOR,NDCG@10pct,0.5952251040076117,0.02188583279647206,0.5680502533535251,0.6223999546616984,5
VIKOR,P@10pct,0.15283528352835285,0.03461779407110386,0.10985161493303139,0.1958189521236743,5
VIKOR,Spearman,0.008934469457533716,0.026505957959263172,-0.023977024278385942,0.04184596319345338,5
VIKOR,KendallTau,0.005595493866782459,0.0171028589947296,-0.015640510413328746,0.026831498146893663,5
VIKOR,PairwiseAccuracy,0.49955999999999995,0.016306685745423568,0.479312575379885,0.519807424620115,5
