NDCG_full,NDCG_at_10_percent,Precision_at_10,Precision_at_10_percent,Spearman,KendallTau,PairwiseAccuracy,Risk_MSE,Risk_NLL,MeanSigma,Demand_MSE,SSI,SSI_all_candidates,Model,BestEpoch,TrainingTime_seconds,Latency_ms_per_station_test,Latency_ms_per_station_all_candidates,TestTotalLoss,TestRiskLoss,TestDemandLoss,TestRankingLoss
0.9210236336463845,0.6028793019675307,0.0,0.09900990099009901,0.03887923877887655,0.02548052301428074,0.50745,0.08515990525484085,-0.25139859318733215,0.7156760692596436,0.0861378014087677,0.14253668306719752,0.14148344059757278,PRIME-EV-Full,2,1.5982794000010472,0.008647671324964327,0.008292286666498208,10.160260200500488,-0.25139859318733215,0.0861378014087677,0.6929620504379272
